                    1   1.00000000       6.83285570                       76
                    2  0.971157372       3.73448157                       23
                    3  0.959931612      0.977339923                       66
                    4  0.916678607       4.70994139                      183
                    5  0.785566390      0.784816265                      177
                    6  0.719246328       3.91545796                       20
                    7  0.717230678      0.727275014                       12
                    8  0.692923009       1.97943783                      142
                    9  0.690704167       2.23481941                      147
                   10  0.690704167      0.603311002                        5
                   11  0.657469988      0.877904475                       78
                   12  0.656416476      0.892650425                      198
                   13  0.641843379      0.689756811                       18
                   14  0.640558004      0.622032523                       24
                   15  0.635697186      0.744103193                      127
                   16  0.582496405      0.674600840                       35
                   17  0.573689520       1.66463494                      155
                   18  0.547839940      0.937423944                      111
                   19  0.542376459       1.66118908                       36
                   20  0.536107063      0.797346473                       19
                   21  0.534604609      0.766793668                      191
                   22  0.523155153      0.548314929                      193
                   23  0.522526324      0.827482998                       39
                   24  0.518353283      0.739372373                      152
                   25  0.492621422      0.620719671                       72
                   26  0.485952020      0.998528004                        3
                   27  0.476498753      0.797581792                       98
                   28  0.468166918       1.02673972                       53
                   29  0.466854870       1.02108335                      163
                   30  0.462013781      0.534908116                      137
                   31  0.456490248      0.734506309                       16
                   32  0.438550919      0.754639447                      135
                   33  0.425731212       1.35104704                       37
                   34  0.415945917      0.872578084                      170
                   35  0.407037705      0.714731395                       17
                   36  0.391355485      0.464112550                      144
                   37  0.378850698      0.680564821                      168
                   38  0.374471515      0.710700810                       42
                   39  0.373871475      0.747137547                       22
                   40  0.367039710      0.983044147                      122
                   41  0.365424603      0.751904905                      153
                   42  0.365424603      0.846998990                      146
                   43  0.356024891      0.825995088                       11
                   44  0.350501478      0.550647914                      157
                   45  0.348260313       1.08677328                      126
                   46  0.344096750      0.640620887                       92
                   47  0.329515755      0.753922462                       75
                   48  0.324143618      0.857540429                       73
                   49  0.320011646      0.913858891                      194
                   50  0.316566318      0.861285865                       83
                   51  0.294998944      0.660435259                      117
                   52  0.293583155      0.765350640                      131
                   53  0.292643040      0.729963839                      132
                   54  0.289492339      0.675091147                       13
                   55  0.288449675      0.886498928                       77
                   56  0.270310849      0.631397426                       15
                   57  0.265797347      0.947604537                      106
                   58  0.256789207      0.946787953                      120
                   59  0.251289636      0.737738132                      190
                   60  0.250183851      0.753223956                      162
                   61  0.248484507       1.00451696                       90
                   62  0.247887522      0.976814210                      114
                   63  0.244727641      0.739221275                      174
                   64  0.242092803      0.596831143                      148
                   65  0.238719508       1.23531842                       94
                   66  0.236244068      0.726307869                      102
                   67  0.224156767      0.925983310                      121
                   68  0.222634211      0.767296314                       95
                   69  0.207300097       1.01397049                      158
                   70  0.201805875      0.859881997                      110
                   71  0.188132465       1.04420900                       74
                   72  0.184177101       1.09949803                       32
                   73  0.179295704      0.667119086                       25
                   74  0.172733754       1.14667058                      145
                   75  0.172664538      0.859673142                      179
                   76  0.165945619       1.10561085                       57
                   77  0.163830251      0.896584868                      100
                   78  0.159296453      0.683841348                      167
                   79  0.156385630       1.02794611                       47
                   80  0.153404906      0.779284894                       62
                   81  0.129527748      0.808188200                      196
                   82  0.122949816       1.33053470                       44
                   83  0.122212663      0.562745929                       43
                   84  0.120316640       1.04548323                       68
                   85  0.118687719      0.698274910                      108
                   86  0.117739856       1.05280030                       79
                   87  0.115079753      0.814241707                        6
                   88  0.113886431      0.748438001                      141
                   89  0.107886344      0.802265823                       14
                   90  0.107713483      0.847624838                      192
