                   91  0.107024744      0.727505803                       97
                   92  0.106127486      0.924301624                      116
                   93  0.100737892       1.00659716                      185
                   94   9.82647389E-02  0.974691570                      115
                   95   8.02223980E-02  0.731001973                       70
                   96   7.96455741E-02  0.846559227                      119
                   97   7.96136409E-02  0.803393424                       85
                   98   7.76902437E-02  0.686121881                      199
                   99   7.65463188E-02  0.879295111                       69
                  100   7.57525489E-02   1.17959523                       84
                  101   6.92461431E-02   1.19596350                       59
                  102   6.89967200E-02   1.32037902                        4
                  103   6.62056059E-02  0.956212580                        1
                  104   6.56242222E-02  0.738086283                      138
                  105   6.46320283E-02   1.02205169                      103
                  106   6.40644804E-02   1.02023768                       89
                  107   6.30452856E-02  0.848255754                       93
                  108   6.12023734E-02  0.896896422                       67
                  109   5.70327118E-02  0.740348756                      166
                  110   5.60804196E-02   1.32029223                       31
                  111   5.58336340E-02  0.607208371                      169
                  112   5.46597764E-02   1.43172061                      182
                  113   5.45284413E-02  0.904096603                      129
                  114   5.34676984E-02   1.19441140                      118
                  115   5.26804291E-02  0.573961377                      123
                  116   4.65049930E-02   1.33302379                      178
                  117   4.40195799E-02   1.22229397                       58
                  118   4.10041213E-02   1.52418625                      149
                  119   4.06766534E-02   1.15727901                      105
                  120   3.96939404E-02   1.01456869                       54
                  121   3.72724719E-02  0.737398446                      139
                  122   3.55217606E-02   1.38008463                      136
                  123   3.35156545E-02   1.23253095                      189
                  124   3.27190720E-02   1.15721536                      134
                  125   3.26928459E-02  0.745320320                       71
                  126   3.23927626E-02   1.15848196                       50
                  127   3.09828371E-02  0.915712833                        9
                  128   3.08094304E-02  0.879408360                       55
                  129   3.04655079E-02  0.941149533                      140
                  130   2.93858387E-02  0.926050127                        2
                  131   2.56001558E-02  0.691213846                      109
                  132   2.55284123E-02  0.833981812                      143
                  133   2.53143888E-02  0.757769167                      104
                  134   2.36750152E-02  0.866913319                      130
                  135   2.35047862E-02   1.09684563                       30
                  136   2.25901306E-02   1.03370798                      180
                  137   2.21151970E-02  0.999667346                      171
                  138   2.17808262E-02   1.20907736                       48
                  139   2.07494441E-02  0.765876591                       80
                  140   2.00221315E-02   1.36469436                      176
                  141   1.94758456E-02  0.823395967                       52
                  142   1.91199649E-02  0.947416782                       40
                  143   1.85090359E-02  0.968217611                      128
                  144   1.83759481E-02   1.33734953                      184
                  145   1.79104432E-02   1.06940770                       91
                  146   1.76750515E-02   2.49361277                       60
                  147   1.75479595E-02  0.760549307                      186
                  148   1.71928033E-02  0.991511285                      160
                  149   1.69600416E-02   1.02221167                      154
                  150   1.34358825E-02   1.26642072                       64
                  151   1.17850257E-02   1.48886573                      164
                  152   1.17049785E-02   1.33954549                      113
                  153   1.13901850E-02   1.12058425                      197
                  154   1.10041602E-02   1.00918305                       65
                  155   1.07728066E-02   1.98572302                       88
                  156   1.05209770E-02   1.17529678                       34
                  157   1.04453256E-02   2.30169201                       29
                  158   1.03660608E-02  0.933117926                      112
                  159   9.92282666E-03   1.01234400                        7
                  160   9.32871178E-03   1.38830447                      165
                  161   9.09604225E-03   1.27562606                       96
                  162   8.66879150E-03  0.901230514                      161
                  163   7.59757450E-03   1.44612539                       61
                  164   7.39028165E-03   1.20491469                       10
                  165   7.21752318E-03   1.56290817                       63
                  166   7.11980974E-03  0.844227791                       81
                  167   6.82905223E-03   1.47557580                       46
                  168   5.89704374E-03  0.879721284                      195
                  169   5.76381292E-03  0.995285332                      200
                  170   5.66529902E-03  0.948420167                       26
                  171   5.62681863E-03   1.23705244                      133
                  172   5.24346903E-03   1.01822650                       45
                  173   4.91176918E-03   1.68410289                       51
                  174   4.89211595E-03  0.893398464                       41
                  175   4.75291954E-03  0.834150672                      175
                  176   4.13895724E-03   1.84463990                       49
                  177   3.77134630E-03   1.05415940                      181
                  178   3.73523217E-03  0.761288226                       86
                  179   3.16906045E-03   1.64947617                       99
                  180   3.16652120E-03   1.62188637                      101
                  181   2.69086403E-03   1.40593159                       82
                  182   2.40996177E-03   1.30321562                      188
                  183   2.39551207E-03   1.00529742                      150
                  184   2.21981364E-03   1.24071527                      124
                  185   1.70373032E-03  0.866520047                      151
                  186   1.48067833E-03   1.59986091                        8
                  187   1.28373632E-03   1.69130170                      172
                  188   1.02189067E-03  0.801548600                      173
                  189   9.03548265E-04   1.38487470                      156
                  190   8.10524623E-04   2.00084448                       21
                  191   7.20693090E-04   1.46901143                       56
                  192   6.30118186E-04  0.687611520                       87
                  193   3.99121636E-04   1.29711795                      125
                  194   2.73363781E-04   1.21375644                       33
                  195   2.22367831E-04   1.33524251                       28
                  196   1.68899802E-04  0.758214116                       27
                  197   1.27621199E-04   1.08276367                      107
                  198   7.84418007E-05   1.11982918                       38
                  199   7.04224149E-05  0.747950435                      187
                  200   5.80712695E-05  0.743597507                      159
